,order_number,purchase_date,family_id,order_total,qty,super_market_uuid,product_id,product_name,price
24,hpm-938850,2021-01-16 10:07:08,RzsPAEECHs,5,1,64ca4c3d-4b23-4cfc-bb25-0c66c10fa2a5,29746,Red Skin Potato Salad,11.91
25,hpm-938850,2021-01-16 10:07:08,RzsPAEECHs,5,1,64ca4c3d-4b23-4cfc-bb25-0c66c10fa2a5,22710,Lightly Salted Mini Rice Crackers,30.03
26,hpm-938850,2021-01-16 10:07:08,RzsPAEECHs,5,1,64ca4c3d-4b23-4cfc-bb25-0c66c10fa2a5,1230,M&M's Light Milk Chocolate Ice Cream,66.04
27,IuW-472983,2021-01-05 07:13:38,RzsPAEECHs,5,3,b8b1f397-b673-4384-8206-42daadb57609,1528,Sprinkles Decors,40.76
28,IuW-472983,2021-01-05 07:13:38,RzsPAEECHs,5,4,b8b1f397-b673-4384-8206-42daadb57609,45802,Organic Lip Balm Sphere - Strawberry Sorbet,7.94
29,IuW-472983,2021-01-05 07:13:38,RzsPAEECHs,5,3,b8b1f397-b673-4384-8206-42daadb57609,2824,Pressed Bold Beet Juice,81.22
30,IuW-472983,2021-01-05 07:13:38,RzsPAEECHs,5,1,b8b1f397-b673-4384-8206-42daadb57609,31757,Organic Fair Trade Orange Infused Dark Chocolate 65% Cacao,37.77
31,IuW-472983,2021-01-05 07:13:38,RzsPAEECHs,5,4,b8b1f397-b673-4384-8206-42daadb57609,7877,Chicken Thighs,84.1
32,QqS-317877,2021-01-26 23:47:20,vwBwugVAWN,9,4,419fbe0b-fe20-4402-85ab-3a02188518d1,11876,Chicken & Vegetable Potstickers,96.89
33,QqS-317877,2021-01-26 23:47:20,vwBwugVAWN,9,4,419fbe0b-fe20-4402-85ab-3a02188518d1,19212,Cherry Almond Chocolate Bar,80.02
34,QqS-317877,2021-01-26 23:47:20,vwBwugVAWN,9,1,419fbe0b-fe20-4402-85ab-3a02188518d1,4108,"Almonds, Marcona",23.18
35,QqS-317877,2021-01-26 23:47:20,vwBwugVAWN,9,3,419fbe0b-fe20-4402-85ab-3a02188518d1,2893,Vegan Gourmet Shreds Fiesta Blend,9.39
36,QqS-317877,2021-01-26 23:47:20,vwBwugVAWN,9,1,419fbe0b-fe20-4402-85ab-3a02188518d1,35899,Organic Cherry Orchard Fruit Bites Pouches,54.93
37,QqS-317877,2021-01-26 23:47:20,vwBwugVAWN,9,4,419fbe0b-fe20-4402-85ab-3a02188518d1,42917,Churro Tortilla Chips,57.71
38,QqS-317877,2021-01-26 23:47:20,vwBwugVAWN,9,2,419fbe0b-fe20-4402-85ab-3a02188518d1,16558,Organic Pure Concord Grape Juice,92.32
39,QqS-317877,2021-01-26 23:47:20,vwBwugVAWN,9,3,419fbe0b-fe20-4402-85ab-3a02188518d1,37124,Melatonin 5 Mg Tablets,44.06
40,QqS-317877,2021-01-26 23:47:20,vwBwugVAWN,9,1,419fbe0b-fe20-4402-85ab-3a02188518d1,42945,Enriched Unsweetened Quinoamilk Beverage,59.26
41,wEu-764515,2021-01-05 19:47:36,vwBwugVAWN,8,4,419fbe0b-fe20-4402-85ab-3a02188518d1,15049,French Onion Recipe Mix,11.75
42,wEu-764515,2021-01-05 19:47:36,vwBwugVAWN,8,1,419fbe0b-fe20-4402-85ab-3a02188518d1,46191,Cristal Blue Ball Medium Pens,18.11
43,wEu-764515,2021-01-05 19:47:36,vwBwugVAWN,8,2,419fbe0b-fe20-4402-85ab-3a02188518d1,49296,Brown Sugar Cinnamon Roll Wafflers,70.14
44,wEu-764515,2021-01-05 19:47:36,vwBwugVAWN,8,1,419fbe0b-fe20-4402-85ab-3a02188518d1,39057,Hazelnut Light Roast K-Cup Packs,18.17
45,wEu-764515,2021-01-05 19:47:36,vwBwugVAWN,8,3,419fbe0b-fe20-4402-85ab-3a02188518d1,20163,Organic Santa Fe Style Chicken Soup,34.2
46,wEu-764515,2021-01-05 19:47:36,vwBwugVAWN,8,3,419fbe0b-fe20-4402-85ab-3a02188518d1,17608,Junami Apple,46.38
47,wEu-764515,2021-01-05 19:47:36,vwBwugVAWN,8,4,419fbe0b-fe20-4402-85ab-3a02188518d1,351,Go Fresh Nutrium Moisture Body Wash Blue Fig & Orange Blossom Scent,69.76
48,wEu-764515,2021-01-05 19:47:36,vwBwugVAWN,8,4,419fbe0b-fe20-4402-85ab-3a02188518d1,12053,Panama Peach Antioxidant Infusion,51.93
49,mKP-897473,2021-01-11 15:50:58,EyIrgxyKzz,7,2,ba52a478-040c-4c3c-8bcd-926883670790,22003,Cacao Puro 70% Pure Dark,56.38
50,mKP-897473,2021-01-11 15:50:58,EyIrgxyKzz,7,3,ba52a478-040c-4c3c-8bcd-926883670790,37392,Asian Ginseng Liquid Herbal Extract,19.71
51,mKP-897473,2021-01-11 15:50:58,EyIrgxyKzz,7,1,ba52a478-040c-4c3c-8bcd-926883670790,44568,White Enriched Bread,72.78
52,mKP-897473,2021-01-11 15:50:58,EyIrgxyKzz,7,4,ba52a478-040c-4c3c-8bcd-926883670790,39585,Chinese Fried Rice Seasoning Mix,5.64
53,mKP-897473,2021-01-11 15:50:58,EyIrgxyKzz,7,3,ba52a478-040c-4c3c-8bcd-926883670790,30136,Moisture Soap,87.16
54,mKP-897473,2021-01-11 15:50:58,EyIrgxyKzz,7,1,ba52a478-040c-4c3c-8bcd-926883670790,42929,Shredded Asiago Cheese,69.09
55,mKP-897473,2021-01-11 15:50:58,EyIrgxyKzz,7,4,ba52a478-040c-4c3c-8bcd-926883670790,27441,Swedish Style Meatballs,21.55
56,ZkZ-517430,2021-01-05 03:31:57,BrHcJPwbEN,3,3,411056cb-ac50-4fff-b2dd-cb8cd8abeb2c,46332,Value Pack Breast Nuggets,85.16
57,ZkZ-517430,2021-01-05 03:31:57,BrHcJPwbEN,3,4,411056cb-ac50-4fff-b2dd-cb8cd8abeb2c,10228,Creamy Portobello Mushroom Soup,81.36
58,ZkZ-517430,2021-01-05 03:31:57,BrHcJPwbEN,3,4,411056cb-ac50-4fff-b2dd-cb8cd8abeb2c,35349,Spot's Stew For Cats Wild Salmon Recipe,60.04
59,vqc-111178,2021-01-25 10:58:19,BrHcJPwbEN,2,2,411056cb-ac50-4fff-b2dd-cb8cd8abeb2c,9525,Natural Hibiscus Tea,80.62
60,vqc-111178,2021-01-25 10:58:19,BrHcJPwbEN,2,4,411056cb-ac50-4fff-b2dd-cb8cd8abeb2c,23550,Kid’s Mickey and Minnie Soft Bristles Toothbrushes,90.17
61,Qxe-162444,2021-01-01 08:10:40,akQjIWpVOv,1,2,050a90d6-c3cf-4cb9-9ad7-0a309300a854,45670,Organic Rye Flour,17.88
62,bGT-102873,2021-01-05 16:04:46,akQjIWpVOv,4,1,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,11009,Apple Apple Applesauce On The Go Pouches,76.83
63,bGT-102873,2021-01-05 16:04:46,akQjIWpVOv,4,4,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,19323,"Organic Olive Oil, Basil, & Garlic Pasta Sauce",72.24
64,bGT-102873,2021-01-05 16:04:46,akQjIWpVOv,4,3,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,4277,Honey Mustard Squeeze,54.0
65,bGT-102873,2021-01-05 16:04:46,akQjIWpVOv,4,1,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,46738,Microwave in Bag Green Beans,99.24
66,tkW-172820,2021-01-02 05:42:00,akQjIWpVOv,4,2,050a90d6-c3cf-4cb9-9ad7-0a309300a854,39087,Tampons Unscented Multi-Pack Regular/Super Absorbency Sport,99.05
67,tkW-172820,2021-01-02 05:42:00,akQjIWpVOv,4,1,050a90d6-c3cf-4cb9-9ad7-0a309300a854,3603,Creamy Spinach Dip,75.39
68,tkW-172820,2021-01-02 05:42:00,akQjIWpVOv,4,3,050a90d6-c3cf-4cb9-9ad7-0a309300a854,11732,Seeds The Day Organic Bread,17.74
69,tkW-172820,2021-01-02 05:42:00,akQjIWpVOv,4,1,050a90d6-c3cf-4cb9-9ad7-0a309300a854,481,Black Peppercorns,90.05
70,XOw-877826,2021-01-04 03:35:47,akQjIWpVOv,7,3,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,17605,Spectacular Speculoos™ Cookie Core™ Ice Cream,21.15
71,XOw-877826,2021-01-04 03:35:47,akQjIWpVOv,7,3,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,41615,Breton Gluten Free Original Crackers with Flax,3.32
72,XOw-877826,2021-01-04 03:35:47,akQjIWpVOv,7,3,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,39367,Breakstones Cottage Doubles Strawberry,36.86
73,XOw-877826,2021-01-04 03:35:47,akQjIWpVOv,7,1,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,43718,Greek Nonfat Yogurt Black Cherry,85.23
74,XOw-877826,2021-01-04 03:35:47,akQjIWpVOv,7,3,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,47528,Blood Orange Sorbetto Gelato Bar,62.32
75,XOw-877826,2021-01-04 03:35:47,akQjIWpVOv,7,3,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,43469,Dulse Flakes,96.92
76,XOw-877826,2021-01-04 03:35:47,akQjIWpVOv,7,4,d0a97879-e43e-4f39-a77b-c0fcc99a3da7,7725,Fiber Whole Grain Crispbread,24.04
77,jiP-270894,2021-01-17 11:38:29,VfrJEtNiPN,9,2,9835df4c-53e0-416d-aa5f-350a9a1882b1,34056,Ultimate Go Fresh Revive Pomegranate & Lemon Verbena Scent Anti-Perspirant Deodorant,96.14
78,jiP-270894,2021-01-17 11:38:29,VfrJEtNiPN,9,2,9835df4c-53e0-416d-aa5f-350a9a1882b1,189,Healthfull Nuts & Seeds Bread,97.37
79,jiP-270894,2021-01-17 11:38:29,VfrJEtNiPN,9,3,9835df4c-53e0-416d-aa5f-350a9a1882b1,32174,Chicken Rub,19.9
80,jiP-270894,2021-01-17 11:38:29,VfrJEtNiPN,9,2,9835df4c-53e0-416d-aa5f-350a9a1882b1,8735,Italian Entrees Marinara Penne Pasta,79.15
81,jiP-270894,2021-01-17 11:38:29,VfrJEtNiPN,9,2,9835df4c-53e0-416d-aa5f-350a9a1882b1,23095,Flame Grilled Beef Patty,82.83
82,jiP-270894,2021-01-17 11:38:29,VfrJEtNiPN,9,3,9835df4c-53e0-416d-aa5f-350a9a1882b1,25417,Citrus Mango Pineapple Flavor 100% Juice,25.6
83,jiP-270894,2021-01-17 11:38:29,VfrJEtNiPN,9,2,9835df4c-53e0-416d-aa5f-350a9a1882b1,47640,French Vanilla Fat Free Coffee Creamer,35.68
84,jiP-270894,2021-01-17 11:38:29,VfrJEtNiPN,9,4,9835df4c-53e0-416d-aa5f-350a9a1882b1,39767,Rotisserie Seasoned Chicken Breast,90.77
85,jiP-270894,2021-01-17 11:38:29,VfrJEtNiPN,9,2,9835df4c-53e0-416d-aa5f-350a9a1882b1,20395,Smoked Turkey Bacon,47.83
86,mkn-910862,2021-01-16 23:52:01,VfrJEtNiPN,3,4,9835df4c-53e0-416d-aa5f-350a9a1882b1,38972,"Cabernet Sauvignon, Mendoza, Argentina, 2009",97.97
87,mkn-910862,2021-01-16 23:52:01,VfrJEtNiPN,3,2,9835df4c-53e0-416d-aa5f-350a9a1882b1,20204,Choconut Almond and Chocolate Biscuits,24.5
88,mkn-910862,2021-01-16 23:52:01,VfrJEtNiPN,3,1,9835df4c-53e0-416d-aa5f-350a9a1882b1,1073,Carving Board Oven Roasted Turkey,87.83
89,Hmv-439872,2021-01-26 14:53:51,VfrJEtNiPN,9,2,9835df4c-53e0-416d-aa5f-350a9a1882b1,23643,Organic Currants,32.59
90,Hmv-439872,2021-01-26 14:53:51,VfrJEtNiPN,9,3,9835df4c-53e0-416d-aa5f-350a9a1882b1,14687,With Stainlifters Free Clear 63 Loads Laundry Detergent,92.55
91,Hmv-439872,2021-01-26 14:53:51,VfrJEtNiPN,9,4,9835df4c-53e0-416d-aa5f-350a9a1882b1,17791,White Corn Tortilla Strips,47.21
92,Hmv-439872,2021-01-26 14:53:51,VfrJEtNiPN,9,4,9835df4c-53e0-416d-aa5f-350a9a1882b1,14395,Gluten Free Nut Bar Cranberry,52.85
93,Hmv-439872,2021-01-26 14:53:51,VfrJEtNiPN,9,1,9835df4c-53e0-416d-aa5f-350a9a1882b1,19080,All Natural Four Cheese Ravioli,59.07
94,Hmv-439872,2021-01-26 14:53:51,VfrJEtNiPN,9,4,9835df4c-53e0-416d-aa5f-350a9a1882b1,45828,Natural Tea Tree Oil Ultra Care Mouthwash,30.7
95,Hmv-439872,2021-01-26 14:53:51,VfrJEtNiPN,9,1,9835df4c-53e0-416d-aa5f-350a9a1882b1,45989,8 Whole Grains Lite Frozen Waffles 6 ct,10.0
96,Hmv-439872,2021-01-26 14:53:51,VfrJEtNiPN,9,4,9835df4c-53e0-416d-aa5f-350a9a1882b1,40898,Vanilla Caramel Fudge Ice Cream,26.27
97,Hmv-439872,2021-01-26 14:53:51,VfrJEtNiPN,9,2,9835df4c-53e0-416d-aa5f-350a9a1882b1,7269,Pink Grapefruit Foaming Scrub,22.72
98,ekz-025457,2021-01-09 20:54:07,MzPDEzCyrR,9,1,9de75297-b839-4a8f-a4aa-464d7d823470,20962,Toe Nail Clip,65.86
99,ekz-025457,2021-01-09 20:54:07,MzPDEzCyrR,9,4,9de75297-b839-4a8f-a4aa-464d7d823470,40377,Unrefined Virgin Coconut Oil,99.28
100,ekz-025457,2021-01-09 20:54:07,MzPDEzCyrR,9,1,9de75297-b839-4a8f-a4aa-464d7d823470,27470,Organic Kale Chips,9.18
101,ekz-025457,2021-01-09 20:54:07,MzPDEzCyrR,9,4,9de75297-b839-4a8f-a4aa-464d7d823470,25428,Dipping Spices for Olive Oil,94.97
102,ekz-025457,2021-01-09 20:54:07,MzPDEzCyrR,9,3,9de75297-b839-4a8f-a4aa-464d7d823470,13781,Milano Salame,96.52
103,ekz-025457,2021-01-09 20:54:07,MzPDEzCyrR,9,4,9de75297-b839-4a8f-a4aa-464d7d823470,1337,"Yogurt, Sheep Milk, Strawberry",22.88
104,ekz-025457,2021-01-09 20:54:07,MzPDEzCyrR,9,3,9de75297-b839-4a8f-a4aa-464d7d823470,7580,Kalamata Olives,11.49
105,ekz-025457,2021-01-09 20:54:07,MzPDEzCyrR,9,3,9de75297-b839-4a8f-a4aa-464d7d823470,41826,Soft and Chewy Coconut Cashew Granola,80.51
106,ekz-025457,2021-01-09 20:54:07,MzPDEzCyrR,9,1,9de75297-b839-4a8f-a4aa-464d7d823470,47658,Vegan Chocolate Chip With Walnuts Cookies,52.99
107,wic-131947,2021-01-24 09:10:57,MzPDEzCyrR,6,3,50b28fa6-3f91-4975-88ee-f711f62de8d6,48937,Revitalizing Day Cream,13.83
108,wic-131947,2021-01-24 09:10:57,MzPDEzCyrR,6,4,50b28fa6-3f91-4975-88ee-f711f62de8d6,28656,Raw Sauerkraut,32.47
109,wic-131947,2021-01-24 09:10:57,MzPDEzCyrR,6,1,50b28fa6-3f91-4975-88ee-f711f62de8d6,39763,Mashed Potatoes Loaded Refrigerated Sides,11.55
110,wic-131947,2021-01-24 09:10:57,MzPDEzCyrR,6,2,50b28fa6-3f91-4975-88ee-f711f62de8d6,23177,Organic Sesame Ginger Vinaigrette Dressing,50.41
111,wic-131947,2021-01-24 09:10:57,MzPDEzCyrR,6,2,50b28fa6-3f91-4975-88ee-f711f62de8d6,3166,Organic Vanilla Nonfat Yogurt,47.68
112,wic-131947,2021-01-24 09:10:57,MzPDEzCyrR,6,2,50b28fa6-3f91-4975-88ee-f711f62de8d6,49267,Vegetable Broth Low Sodium,49.07
113,bNm-414185,2021-01-24 05:44:19,MzPDEzCyrR,5,2,1d9d80ec-0a59-49cb-8637-9b85c7702851,24184,Red Peppers,20.69
114,bNm-414185,2021-01-24 05:44:19,MzPDEzCyrR,5,3,1d9d80ec-0a59-49cb-8637-9b85c7702851,11686,"Pizza, Thin & Crispy, Ionian Awakening",91.57
115,bNm-414185,2021-01-24 05:44:19,MzPDEzCyrR,5,1,1d9d80ec-0a59-49cb-8637-9b85c7702851,23068,Coconut Creme Cookies,28.92
116,bNm-414185,2021-01-24 05:44:19,MzPDEzCyrR,5,2,1d9d80ec-0a59-49cb-8637-9b85c7702851,28339,Magic Tape Clear,4.99
117,bNm-414185,2021-01-24 05:44:19,MzPDEzCyrR,5,4,1d9d80ec-0a59-49cb-8637-9b85c7702851,39488,Enriched Bran Flakes Cereal,49.32
118,HpS-893442,2021-01-08 03:37:52,oFkmjAquSB,2,4,f039b6eb-3fe4-44be-a69d-b4232382b0ae,33029,Dark French Roast Whole Bean Coffee,5.15
119,HpS-893442,2021-01-08 03:37:52,oFkmjAquSB,2,3,f039b6eb-3fe4-44be-a69d-b4232382b0ae,12222,Instant Cheesecake Pudding Sugar Free Fat Free,74.0
120,arA-277188,2021-01-14 06:41:58,yGPwyiMcbi,2,3,2b72db98-be02-4834-900f-70129f665910,15526,Creamy Queso Fresco Chipotle,87.95
121,arA-277188,2021-01-14 06:41:58,yGPwyiMcbi,2,1,2b72db98-be02-4834-900f-70129f665910,42752,Classic K-Cup Pods Hot Cocoa,54.32
122,ZPo-058654,2021-01-11 04:24:01,OHByIIuqvZ,5,4,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,6426,Timeless Love,61.97
123,ZPo-058654,2021-01-11 04:24:01,OHByIIuqvZ,5,1,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,28789,La Lechera Sweetened Condensed Milk,69.74
124,ZPo-058654,2021-01-11 04:24:01,OHByIIuqvZ,5,2,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,23339,Sweet Corn On The Cob,47.71
125,ZPo-058654,2021-01-11 04:24:01,OHByIIuqvZ,5,1,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,679,Awesome Strength Paper Towels,47.77
126,ZPo-058654,2021-01-11 04:24:01,OHByIIuqvZ,5,3,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,13298,Deep Sleep,80.07
127,otf-294667,2021-01-19 04:04:03,OHByIIuqvZ,4,2,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,24227,Brownie Bliss,28.49
128,otf-294667,2021-01-19 04:04:03,OHByIIuqvZ,4,3,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,15704,Hatch Chile Salsa Roja,52.86
129,otf-294667,2021-01-19 04:04:03,OHByIIuqvZ,4,1,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,29212,Organic Einkorn Whole Wheat Pasta Fusilli,66.22
130,otf-294667,2021-01-19 04:04:03,OHByIIuqvZ,4,4,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,27639,Cream Top with Chocolate on the Bottom Yogurt,30.17
131,ELg-106067,2021-01-05 17:27:01,OHByIIuqvZ,3,3,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,19518,Cold Cream Cleanser,16.58
132,ELg-106067,2021-01-05 17:27:01,OHByIIuqvZ,3,1,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,39049,Naturally Hickory Smoked Butcher's Cut Bacon,61.18
133,ELg-106067,2021-01-05 17:27:01,OHByIIuqvZ,3,1,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,25847,Splash Raspberry Lemonade,48.81
134,JIN-538112,2021-01-21 03:15:16,OHByIIuqvZ,9,2,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,32162,"Yogurt, Banana and Mixed Berry Blend Breakfast On-The-Go",39.58
135,JIN-538112,2021-01-21 03:15:16,OHByIIuqvZ,9,4,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,5783,Mixed Berry Bites,40.08
136,JIN-538112,2021-01-21 03:15:16,OHByIIuqvZ,9,2,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,26,Fancy Feast Trout Feast Flaked Wet Cat Food,93.4
137,JIN-538112,2021-01-21 03:15:16,OHByIIuqvZ,9,3,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,40619,"Bocconcini, Fresh Mozzarella",62.19
138,JIN-538112,2021-01-21 03:15:16,OHByIIuqvZ,9,1,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,22366,Raisin Bran Crunch Family Size Cereal,36.96
139,JIN-538112,2021-01-21 03:15:16,OHByIIuqvZ,9,3,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,1728,Organic Whole Wheat Stoneground Flakes Cereal,31.72
140,JIN-538112,2021-01-21 03:15:16,OHByIIuqvZ,9,4,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,44548,Barbecue Potato Chips,25.35
141,JIN-538112,2021-01-21 03:15:16,OHByIIuqvZ,9,2,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,11838,Breakfast Blend Coffee,36.29
142,JIN-538112,2021-01-21 03:15:16,OHByIIuqvZ,9,2,da58fd66-69cf-4b04-a3fc-5f486cb39bc9,18282,Flavor Blasted Xtra Cheddar + Pretzal Baked Snack Crackers,85.04
143,OCN-794194,2021-01-25 05:05:10,EiYBogVros,9,1,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,41245,Dried & Sweet Cranberries,46.31
144,OCN-794194,2021-01-25 05:05:10,EiYBogVros,9,3,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,22865,Butternut Squash Cubes,29.59
145,OCN-794194,2021-01-25 05:05:10,EiYBogVros,9,3,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,38935,Cheese Danish,7.69
146,OCN-794194,2021-01-25 05:05:10,EiYBogVros,9,2,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,36048,Chocolate Flavor Warrior Blend Raw Protein,38.57
147,OCN-794194,2021-01-25 05:05:10,EiYBogVros,9,1,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,27913,Yokids Squeeze Strawberry Yogurt,80.45
148,OCN-794194,2021-01-25 05:05:10,EiYBogVros,9,1,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,17724,Phoenix Body Wash with Pump,29.31
149,OCN-794194,2021-01-25 05:05:10,EiYBogVros,9,1,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,22480,Gingerbread Spice 45% Milk Chocolate,69.57
150,OCN-794194,2021-01-25 05:05:10,EiYBogVros,9,2,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,9737,Sliced Sharp Cheddar,33.69
151,OCN-794194,2021-01-25 05:05:10,EiYBogVros,9,2,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,34342,Warming Honey Lemon Sore Throat Spray,52.76
152,DuZ-737201,2021-01-22 11:34:27,EiYBogVros,1,3,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,34661,Original Roast Decaf Instant Coffee,7.54
153,paF-408891,2021-01-08 19:27:44,EiYBogVros,9,4,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,27399,Whole Kernel Fire-Roasted Corn Blend,53.64
154,paF-408891,2021-01-08 19:27:44,EiYBogVros,9,3,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,44735,"Granola, Apple Cinnamon",47.9
155,paF-408891,2021-01-08 19:27:44,EiYBogVros,9,2,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,5831,Genuine Cookies 'n Creme Non Dairy Protein Shake,51.44
156,paF-408891,2021-01-08 19:27:44,EiYBogVros,9,2,c2ce04c8-903e-4cf8-a0c9-2e486c6505f8,43304,Chipotle Chicken Burrito,46.27
