,product_id,product_name,aisle,department
358,20002,Creepy Critter Sugar Cookies,cookies cakes,snacks
359,20006,Chips Deluxe Mini Rainbow Cookies,cookies cakes,snacks
360,20018,Cheese Buns,cookies cakes,snacks
361,20033,Milano Lemon Flavored Chocolate Cookies,cookies cakes,snacks
362,20204,Choconut Almond and Chocolate Biscuits,cookies cakes,snacks
363,20253,Raspberry Danish Twist,cookies cakes,snacks
364,20279,Classic Soft Oatmeal Cookies,cookies cakes,snacks
365,20317,Mini Fudge Stripes Cookies,cookies cakes,snacks
366,20399,Cookie with Coffee,cookies cakes,snacks
367,20449,Newman-O's Creme Filled Vanilla Cookies,cookies cakes,snacks
368,20508,Chocolate Madeleines,cookies cakes,snacks
369,20592,Sugar Free Shortbread Swirl Cookies,cookies cakes,snacks
370,20619,Quadratic Bite Size Dark Chocolate Wafer Cookies,cookies cakes,snacks
371,20668,Chocolatey Chip Teddy Grahams,cookies cakes,snacks
372,20753,Special K White Fudge Dipped Pretzels,cookies cakes,snacks
373,20759,7.04 Oz. Grahamfuls Banana Vanilla 8ct,cookies cakes,snacks
374,20764,Organic Chocolate Animal Cookies,cookies cakes,snacks
375,20891,Jammy Sammy Grape Jelly & Peanut Butter Snack Size Sandwich Bar,cookies cakes,snacks
376,21098,Pocky Cookies & Cream Covered Biscuit Sticks,cookies cakes,snacks
377,21200,Rice Crisp Crunch Cookies,cookies cakes,snacks
378,21239,Snackimals Cookies Peanut Butter,cookies cakes,snacks
379,21270,Carrot Cake Cookies,cookies cakes,snacks
380,21336,Almonette Cookies,cookies cakes,snacks
381,21600,Lemon Burst Wheat & Gluten Free Cookies,cookies cakes,snacks
382,21634,Organic Oat Cakes,cookies cakes,snacks
383,21642,Peanut Butter Coconut Soft Baked Cookies,cookies cakes,snacks
384,21648,Crumb Cakes,cookies cakes,snacks
385,21696,"Cookies, Family Recipe, Double Chocolate Chip",cookies cakes,snacks
386,21770,Tahiti Coconut Cookie,cookies cakes,snacks
387,21807,French Butter Cookie With Coconut,cookies cakes,snacks
388,21880,Individually Wrapped Mini Cakes Crumb Cake,cookies cakes,snacks
389,21882,Peanut Butter Sandwich Breakfast Biscuits,cookies cakes,snacks
390,21935,The Original Almond Biscuits,cookies cakes,snacks
391,21972,Pumpkin Patch Sugar Cookies,cookies cakes,snacks
392,21999,Gluten Free Chocolate Coated Wafers,cookies cakes,snacks
393,22015,Thin Mint Crisp Oreos,cookies cakes,snacks
394,22051,Mini Frosted Donuts,cookies cakes,snacks
395,22236,Cookies Traypack,cookies cakes,snacks
396,22340,Fig Newtons,cookies cakes,snacks
397,22344,Animalitos Cookies,cookies cakes,snacks
398,22349,100% Whole Grain Fig Cookies,cookies cakes,snacks
399,22362,Original Rice Krispies Treats,cookies cakes,snacks
400,22385,K-Kritters Chocolate Animal Cookies,cookies cakes,snacks
401,22414,Chocolate Mint Creme Sandwich Cookies,cookies cakes,snacks
402,22455,Deluxe Grahams,cookies cakes,snacks
403,22617,Pop'ems Glazed Donut Holes,cookies cakes,snacks
404,22643,Le Petit Beurre European Biscuits,cookies cakes,snacks
405,22803,Gluten Free Pecan Shortbread Cookies,cookies cakes,snacks
406,22982,Milano Minis Mint Chocolate Cookies,cookies cakes,snacks
407,23068,Coconut Creme Cookies,cookies cakes,snacks
408,23085,Montauk Soft Baked Milk Chocolate Cookies,cookies cakes,snacks
409,23110,Triple Ginger Cookies,cookies cakes,snacks
410,23154,Cream Cheese Streusel Cakes,cookies cakes,snacks
411,23192,Chocolate Whole Grain Graham Snacks Bunny Grahams,cookies cakes,snacks
412,23280,Choo Leibniz Dark Chocolate Biscuits,cookies cakes,snacks
413,23347,Chessmen Cookies,cookies cakes,snacks
414,23557,Maple Arrowroot Cookies for Toddlers,cookies cakes,snacks
415,23563,Chocolate Mint Miracle Tart,cookies cakes,snacks
