,name,state,latitude,longitude
2464,Lexington Supercenter,KY,37.979363,-84.531084
2465,Tampa Supercenter,FL,28.068243,-82.428195
2466,Simi Valley Store,CA,34.282111,-118.79216
2467,Mount Pleasant Supercenter,PA,40.127905,-79.544724
2468,Whitinsville Supercenter,MA,42.107667,-71.700081
2469,Jesup Supercenter,GA,31.615935,-81.871807
2470,Livonia Supercenter,MI,42.36642,-83.336402
2471,Phoenix Neighborhood Market,AZ,33.566489,-112.072193
2472,Piscataway Store,NJ,40.554659,-74.441208
2473,Gorham Supercenter,NH,44.426709,-71.194051
2474,Huntington Beach Store,CA,33.700181,-117.985512
2475,Ashland Supercenter,KY,38.388444,-82.7113
2476,Monroe Supercenter,NY,41.316942,-74.148316
2477,Gilford Supercenter,NH,43.5668817,-71.4389761
2478,Woodbury Supercenter,MN,44.946338,-92.896855
2479,Allentown Supercenter,PA,40.553855,-75.578777
2480,Apple Valley Supercenter,MN,44.734376,-93.224698
2481,Blackstone Supercenter,VA,37.060797,-78.004293
2482,Saginaw Supercenter,MI,43.433738,-84.031192
2483,Woodstock Supercenter,VA,38.868883,-78.531125
2484,Pearisburg Supercenter,VA,37.3294193,-80.7085388
2485,San Leandro Store,CA,37.714599,-122.177691
2486,Irving Supercenter,TX,32.920578,-96.967644
2487,Grants Supercenter,NM,35.12473,-107.825679
2488,Salem Store,MA,42.4943905,-70.9354387
2489,Philadelphia Supercenter,PA,40.083269,-74.962859
2490,Espanola Supercenter,NM,36.015446,-106.067639
2491,Manville Supercenter,NJ,40.546574,-74.58374
2492,Portales Supercenter,NM,34.198144,-103.31911
2493,Tompkinsville Supercenter,KY,36.723832,-85.685385
2494,Falmouth Store,ME,43.720249,-70.235287
2495,North Reading Store,MA,42.570503,-71.113093
2496,Covington Supercenter,VA,37.767378,-79.990957
2497,West Bend Supercenter,WI,43.395589,-88.197115
2498,Chandler Neighborhood Market,AZ,33.303752,-111.947348
2499,Ebensburg Supercenter,PA,40.475399,-78.750382
2500,Slidell Supercenter,LA,30.308225,-89.828891
2501,Punxsutawney Supercenter,PA,40.927754,-78.980652
2502,Sturtevant Supercenter,WI,42.694387,-87.866846
2503,Dallas Supercenter,TX,32.793803,-96.689232
2504,Columbus Store,OH,39.88936,-83.001311
2505,Chandler Supercenter,AZ,33.289278,-111.838011
2506,Spring Pharmacy,TX,30.1211321,-95.4328024
2507,Lamar Supercenter,CO,38.086806,-102.602019
2508,Greenville Supercenter,PA,41.415526,-80.358976
2509,Mishawaka Supercenter,IN,41.7150018,-86.1812376
2510,Elkhart Supercenter,IN,41.72195,-85.978848
2511,South Bend Supercenter,IN,41.727519,-86.293116
2512,Berlin Supercenter,VT,44.2161046,-72.5656662
2513,Hadley Store,MA,42.354638,-72.552232
2514,Littleton Store,NH,44.304654,-71.798527
2515,Bentonville Neighborhood Market,AR,36.3342,-94.197125
2516,Greer Supercenter,SC,34.944079,-82.206339
2517,New Martinsville Supercenter,WV,39.656581,-80.859604
2518,Bentonville Neighborhood Market,AR,36.372286,-94.189049
2519,Tyler Supercenter,TX,32.275089,-95.310407
2520,Fresno Neighborhood Market,CA,36.778967,-119.756212
2521,Chesterfield Supercenter,MI,42.634814,-82.85275
2522,Madison Supercenter,AL,34.683846,-86.741089
2523,New Albany Supercenter,IN,38.319427,-85.818345
2524,Clermont Supercenter,FL,28.529979,-81.731337
2525,Kirkwood Supercenter,MO,38.563071,-90.402996
2526,Moorefield Supercenter,WV,39.084767,-78.958862
2527,Fenton Supercenter,MI,42.792319,-83.744349
2528,Gainesville Neighborhood Market,GA,34.321869,-83.834674
2529,Florence Supercenter,SC,34.155229,-79.764058
2530,White Lake Supercenter,MI,42.660563,-83.467685
2531,Antioch Supercenter,CA,37.96348,-121.761615
2532,Nixa Supercenter,MO,37.0611436,-93.2988772
2533,Randleman Supercenter,NC,35.819671,-79.822953
2534,Franklin Supercenter,VA,36.669841,-76.95532
2535,Temecula Supercenter,CA,33.480162,-117.094503
2536,Kodiak Store,AK,57.811914,-152.365176
2537,Harvey Supercenter,LA,29.8954086,-90.0572738
2538,Ketchikan Store,AK,55.375474,-131.720399
2539,Myrtle Beach Supercenter,SC,33.702814,-78.912123
2540,Birmingham Supercenter,AL,33.638953,-86.629165
2541,Hattiesburg Supercenter,MS,31.308424,-89.321255
2542,Diberville Supercenter,MS,30.456509,-88.895194
2543,Spencer Supercenter,IA,43.125152,-95.152506
2544,Houston Store,TX,29.676877,-95.457502
2545,Cedar Rapids Supercenter,IA,41.946689,-91.718565
2546,Cayey Supercenter,PR,18.122469,-66.133854
2547,Bristol Store,CT,41.697557,-72.897663
2548,Madison Supercenter,MS,32.467307,-90.134679
2549,Fairbanks Supercenter,AK,64.856378,-147.689549
2550,Sumiton Supercenter,AL,33.745493,-87.041799
2551,Lewis Center Supercenter,OH,40.16509,-83.015842
2552,Pasadena Supercenter,TX,29.693435,-95.210378
2553,Reynoldsburg Supercenter,OH,39.939048,-82.785025
2554,Fort Collins Supercenter,CO,40.586243,-105.054716
2555,Decatur Supercenter,IL,39.818476,-88.883133
2556,Florida City Supercenter,FL,25.4576229,-80.4731368
2557,Tarboro Supercenter,NC,35.883283,-77.545274
2558,Gainesville Neighborhood Market,GA,34.2801955,-83.8752864
2559,Perry Supercenter,GA,32.472626,-83.739099
2560,Norman Supercenter,OK,35.226725,-97.420395
2561,Tampa Supercenter,FL,28.155373,-82.356616
2562,Sacramento Supercenter,CA,38.499441,-121.433569
2563,Bentonville Neighborhood Market,AR,36.354297,-94.171075
2564,Villa Rica Supercenter,GA,33.720124,-84.934926
2565,Bay Minette Supercenter,AL,30.886011,-87.790076
2566,Springdale Neighborhood Market,AR,36.173364,-94.162507
2567,Sherwood Neighborhood Market,AR,34.83526,-92.233136
2568,Fort Smith Neighborhood Market,AR,35.364078,-94.37876
2569,Warwick Store,RI,41.7192533,-71.4796035
2570,Gulf Shores Supercenter,AL,30.267427,-87.686198
2571,Fayetteville Neighborhood Market,AR,36.089556,-94.12304
2572,Englewood Supercenter,CO,39.656168,-104.994756
2573,Spruce Pine Supercenter,NC,35.871161,-82.044367
2574,Commerce City Supercenter,CO,39.804518,-104.928081
2575,Waynesboro Supercenter,GA,33.107622,-82.024684
2576,Murfreesboro Supercenter,TN,35.878349,-86.382799
2577,Flowood Supercenter,MS,32.350704,-90.023756
2578,Frederick Supercenter,MD,39.446006,-77.387222
2579,Jackson Supercenter,AL,31.559638,-87.875509
2580,Plymouth Supercenter,NH,43.768968,-71.742252
2581,Fairlawn Supercenter,VA,37.152359,-80.584909
2582,Donna Supercenter,TX,26.1832411,-98.0384441
2583,Pounding Mill Supercenter,VA,37.065436,-81.731763
2584,Los Fresnos Supercenter,TX,26.074583,-97.491285
2585,Altoona Supercenter,IA,41.647019,-93.504868
2586,Scottsdale Supercenter,AZ,33.624679,-111.893377
2587,Mesa Supercenter,AZ,33.449105,-111.733671
2588,San Antonio Supercenter,TX,29.507595,-98.374863
2589,Mesa Supercenter,AZ,33.380445,-111.802765
2590,Clayton Supercenter,GA,34.859781,-83.404242
2591,Monticello Supercenter,IN,40.7479,-86.781523
2592,Southport Supercenter,NC,33.942955,-78.032339
2593,Lagrange Neighborhood Market,GA,33.0405288,-85.0122579
2594,Dublin Supercenter,OH,40.123497,-83.087084
2595,Coolidge Supercenter,AZ,33.000049,-111.520207
2596,Mountain Home Supercenter,ID,43.1366956,-115.6679356
2597,Nampa Supercenter,ID,43.548914,-116.569909
2598,Surprise Supercenter,AZ,33.642779,-112.358141
2599,Caldwell Supercenter,ID,43.631125,-116.646208
2600,Lexington Supercenter,KY,38.069978,-84.480507
2601,Beatrice Supercenter,NE,40.303688,-96.744313
2602,Victor Supercenter,NY,43.015934,-77.436261
2603,Avon Supercenter,IN,39.766292,-86.35472
2604,Georgetown Supercenter,DE,38.702618,-75.404416
2605,Indianapolis Supercenter,IN,39.887629,-86.118971
2606,Brownsburg Supercenter,IN,39.859194,-86.39654
2607,Wayne Supercenter,WV,38.256797,-82.429866
2608,Kernersville Supercenter,NC,36.110139,-80.102348
2609,Boynton Beach Supercenter,FL,26.529016,-80.095769
2610,Ephraim Supercenter,UT,39.37385,-111.589816
2611,Oldsmar Supercenter,FL,28.043587,-82.673579
2612,Clinton Store,MD,38.772247,-76.889544
2613,Ashland Supercenter,VA,37.755204,-77.459698
2614,Sturbridge Store,MA,42.128106,-72.059988
2615,Albany Neighborhood Market,GA,31.583836,-84.218466
2616,Oklahoma City Supercenter,OK,35.526356,-97.53971
2617,Boiling Springs Supercenter,SC,35.0525795,-81.9856878
2618,Midlothian Supercenter,VA,37.431919,-77.621472
2619,Harrisonburg Supercenter,VA,38.433418,-78.910233
2620,Emporia Supercenter,VA,36.7073486,-77.544623
2621,Spencer Supercenter,WV,38.797766,-81.35037
2622,Buckhannon Supercenter,WV,38.998038,-80.234958
2623,Rochester Supercenter,MN,43.986706,-92.459468
2624,Marshfield Supercenter,WI,44.686521,-90.154602
2625,Athens Supercenter,GA,33.934232,-83.30886
2626,Rolling Meadows Store,IL,42.053598,-88.000247
2627,Niles Store,IL,42.014975,-87.768713
2628,Lansing Supercenter,IL,41.574788,-87.555088
2629,Hammond Supercenter,IN,41.569186,-87.482627
2630,Edmond Supercenter,OK,35.665621,-97.512067
2631,Bluffton Supercenter,IN,40.772792,-85.168326
2632,Worthington Supercenter,MN,43.636684,-95.601827
2633,Walker Supercenter,LA,30.476454,-90.859838
2634,Richmond Supercenter,VA,37.531971,-77.531673
2635,Old Bridge Store,NJ,40.447889,-74.30088
2636,Parkersburg Supercenter,WV,39.21578,-81.548619
2637,Coralville Supercenter,IA,41.697598,-91.612425
2638,Coachella Neighborhood Market,CA,33.698811,-116.215202
2639,Milwaukee Supercenter,WI,42.983582,-87.950503
2640,Eddystone Store,PA,39.863664,-75.340694
2641,Jerome Supercenter,ID,42.694054,-114.515088
2642,Hialeah Supercenter,FL,25.858519,-80.3255
2643,Grafton Supercenter,WV,39.358593,-79.996556
2644,Hardeeville Supercenter,SC,32.311011,-80.978396
2645,San Antonio Neighborhood Market,TX,29.518152,-98.661093
2646,Springfield Neighborhood Market,MO,37.196415,-93.296293
2647,Fuquay Varina Supercenter,NC,35.59474,-78.781156
2648,Henderson Supercenter,NV,36.060452,-115.033216
2649,Lumberton Store,NJ,39.977436,-74.768533
2650,Corona Supercenter,CA,33.846009,-117.541261
2651,Summerfield Supercenter,FL,28.962586,-81.96487
2652,Brunswick Neighborhood Market,GA,31.193456,-81.487474
2653,Siler City Supercenter,NC,35.732122,-79.428301
2654,Clifton Park Supercenter,NY,42.846925,-73.74784
2655,Bellevue Supercenter,NE,41.155655,-95.936667
2656,Mason Supercenter,WV,39.010434,-82.0343166
2657,Olive Branch Supercenter,MS,34.965043,-89.849695
2658,Moundsville Supercenter,WV,39.926686,-80.74758
2659,Hampstead Supercenter,MD,39.636036,-76.869339
2660,Lisbon Supercenter,CT,41.583495,-71.98949
2661,La Plata Store,MD,38.550627,-76.982551
2662,Shawnee Supercenter,KS,39.012076,-94.772878
2663,Statesboro Neighborhood Market,GA,32.411345,-81.768958
2664,Kansas City Supercenter,MO,39.250489,-94.654535
2665,Oak Grove Supercenter,MO,39.014136,-94.122174
2666,Pooler Supercenter,GA,32.143954,-81.243874
2667,Rochester Supercenter,NY,43.133781,-77.688947
2668,Meridian Supercenter,ID,43.618101,-116.343373
2669,Boise Supercenter,ID,43.66992,-116.283599
2670,San Antonio Supercenter,TX,29.500938,-98.704755
2671,Okemos Store,MI,42.72877,-84.407025
2672,Lansing Store,MI,42.765823,-84.521705
2673,Lansing Supercenter,MI,42.738214,-84.675623
2674,Spokane Store,WA,47.69912,-117.445813
2675,Belleville Supercenter,MI,42.225518,-83.488377
2676,Myrtle Beach Neighborhood Market,SC,33.717465,-78.856676
2677,Edmond Neighborhood Market,OK,35.654025,-97.463461
2678,Glenville Supercenter,NY,42.84173,-73.944171
2679,Cinnaminson Supercenter,NJ,40.007816,-74.980895
2680,Troy Supercenter,MI,42.544286,-83.172576
2681,Oklahoma City Neighborhood Market,OK,35.582485,-97.639996
2682,Tulsa Neighborhood Market,OK,36.044977,-95.903172
2683,Oklahoma City Neighborhood Market,OK,35.364395,-97.531285
2684,Kissimmee Supercenter,FL,28.3438221,-81.3860316
2685,Maple Grove Supercenter,MN,45.126054,-93.494365
2686,Warr Acres Neighborhood Market,OK,35.538043,-97.62107
2687,Plano Supercenter,TX,33.097285,-96.799642
2688,Las Vegas Supercenter,NV,36.271563,-115.271015
2689,Pico Rivera Supercenter,CA,33.985005,-118.105078
2690,Newport Store,RI,41.5110908,-71.31653
2691,Myrtle Beach Neighborhood Market,SC,33.6325865,-78.9613536
2692,Macon Supercenter,GA,32.882928,-83.759967
2693,Palmyra Supercenter,PA,40.322978,-76.562621
2694,Clinton Supercenter,IA,41.8186521,-90.2426849
2695,Odessa Supercenter,TX,31.856501,-102.4105268
2696,Parker Supercenter,CO,39.513909,-104.768366
2697,Independence Supercenter,KS,37.222679,-95.74349
2698,Oakland Supercenter,MD,39.422278,-79.391102
2699,Avon Store,CT,41.810565,-72.853767
2700,Rocky Hill Store,CT,41.679131,-72.657462
2701,Northampton Store,MA,42.341605,-72.643749
2702,Chelmsford Store,MA,42.6228533,-71.360693
2703,Brockton Store,MA,42.0980861,-71.0567099
2704,Framingham Store,MA,42.300898,-71.399512
2705,Suffern Store,NY,41.113316,-74.107074
2706,Miami Gardens Neighborhood Market,FL,25.926748,-80.262238
2707,Riverhead Store,NY,40.92474,-72.711673
2708,Corry Supercenter,PA,41.934047,-79.61228
2709,Biscoe Supercenter,NC,35.357235,-79.797888
2710,Salem Supercenter,OH,40.899615,-80.817636
2711,Old Saybrook Store,CT,41.296828,-72.38155
2712,Southington Store,CT,41.623078,-72.869537
2713,Central Square Supercenter,NY,43.29137,-76.127475
2714,Taylor Supercenter,MI,42.2537711,-83.265794
2715,Massillon Supercenter,OH,40.765473,-81.522918
2716,East Setauket Store,NY,40.903048,-73.078212
2717,Boutte Supercenter,LA,29.904678,-90.372369
2718,East Meadow Store,NY,40.726907,-73.543756
2719,Allen Supercenter,TX,33.119662,-96.672346
2720,Orange Park Supercenter,FL,30.098928,-81.707294
2721,Islandia Store,NY,40.800592,-73.178586
2722,Harrisville Supercenter,UT,41.269567,-111.97302
2723,Monroe Neighborhood Market,LA,32.5249911,-92.0677469
2724,Tucson Supercenter,AZ,32.344184,-111.016194
2725,Albuquerque Supercenter,NM,35.110211,-106.700726
2726,Napa Supercenter,CA,38.309011,-122.283328
2727,Plano Supercenter,TX,33.055436,-96.767634
2728,Wood Village Supercenter,OR,45.541121,-122.420703
2729,Billings Supercenter,MT,45.82902,-108.467332
2730,Goose Creek Supercenter,SC,33.033723,-80.064175
2731,Hope Mills Supercenter,NC,34.980094,-78.965033
2732,Tamarac Neighborhood Market,FL,26.208986,-80.270275
2733,Knoxville Supercenter,TN,35.90005,-84.147583
2734,Salisbury Supercenter,MD,38.3283334,-75.6104357
2735,Hibbing Supercenter,MN,47.397667,-92.960236
2736,Knoxville Supercenter,IA,41.304907,-93.106041
2737,Milwaukee Supercenter,WI,43.1222318,-88.0414823
2738,Paris Supercenter,IL,39.601791,-87.681094
2739,Princeton Supercenter,WV,37.359532,-81.043891
2740,West Monroe Neighborhood Market,LA,32.514938,-92.189444
2741,Richland Supercenter,MS,32.219905,-90.151335
2742,Deland Neighborhood Market,FL,29.012008,-81.301391
2743,Alpharetta Supercenter,GA,34.093816,-84.274352
2744,Lafayette Supercenter,LA,30.178017,-92.006138
2745,Parkesburg Supercenter,PA,39.979913,-75.933743
2746,Santa Fe Springs Supercenter,CA,33.940766,-118.049799
2747,Vancouver Store,WA,45.686816,-122.662799
2748,Lancaster Supercenter,CA,34.692518,-118.097675
2749,Fort Lauderdale Supercenter,FL,26.119082,-80.175083
2750,Palmdale Supercenter,CA,34.556809,-118.042273
2751,Swansea Supercenter,MA,41.754383,-71.219806
2752,Norwalk Store,CT,41.159154,-73.417392
2753,Murrieta Store,CA,33.552575,-117.192629
2754,Kansas City Supercenter,MO,38.885051,-94.604949
2755,Roseville Supercenter,MI,42.5081981,-82.9258292
2756,Detroit Lakes Supercenter,MN,46.825569,-95.877746
2757,Pompano Beach Supercenter,FL,26.22791,-80.155019
2758,Shorewood Supercenter,IL,41.547297,-88.203464
2759,Newington Store,CT,41.663123,-72.718375
2760,Appleton Supercenter,WI,44.241019,-88.351479
2761,Wadsworth Supercenter,OH,41.052608,-81.724969
2762,Leominster Supercenter,MA,42.491861,-71.729962
2763,Ft Wright Supercenter,KY,39.035413,-84.536092
2764,Carrollton Supercenter,KY,38.658921,-85.128316
2765,Coral Springs Supercenter,FL,26.304308,-80.276155
2766,Richardson Neighborhood Market,TX,32.932529,-96.697251
2767,Murphy Supercenter,TX,33.013849,-96.61515
2768,Garland Neighborhood Market,TX,32.864742,-96.606901
2769,Fort Worth Supercenter,TX,32.636656,-97.367246
2770,Mesquite Neighborhood Market,TX,32.813102,-96.609886
2771,Fort Worth Neighborhood Market,TX,32.875115,-97.270599
2772,Arlington Neighborhood Market,TX,32.645794,-97.1176
2773,Fort Worth Supercenter,TX,32.895003,-97.286601
2774,Keller Neighborhood Market,TX,32.893352,-97.240005
2775,Lawton Neighborhood Market,OK,34.595819,-98.438776
2776,La Fayette Supercenter,GA,34.746325,-85.273411
2777,Davie Supercenter,FL,26.066616,-80.254149
2778,Neenah Supercenter,WI,44.177492,-88.491799
2779,Fresno Supercenter,CA,36.8391419,-119.8033202
2780,Fremont Store,CA,37.511302,-121.943195
2781,Mitchell Supercenter,SD,43.684941,-98.009732
2782,Cedar Park Supercenter,TX,30.522555,-97.83446
2783,Painted Post Supercenter,NY,42.155559,-77.106849
2784,Sugar Land Supercenter,TX,29.61355,-95.644533
2785,Plano Neighborhood Market,TX,33.087013,-96.748043
2786,Dallas Supercenter,TX,32.995084,-96.857858
2787,Fayetteville Pharmacy,AR,36.073259,-94.175171
2788,Loma Linda Neighborhood Market,CA,34.047122,-117.242268
2789,Cicero Supercenter,IL,41.8308636,-87.7472666
2790,Boynton Beach Neighborhood Market,FL,26.529275,-80.1202028
2791,Atlanta Supercenter,GA,33.755828,-84.413627
2792,Dallas Supercenter,TX,32.6837453,-96.8253449
2793,Dallas Neighborhood Market,TX,32.759929,-96.684475
2794,Fountain Supercenter,CO,38.768632,-104.781091
2795,Spring Hill Supercenter,TN,35.772996,-86.919055
2796,Thornton Neighborhood Market,CO,39.854942,-104.975091
2797,Stockton Neighborhood Market,CA,38.004164,-121.292465
2798,San Jose Neighborhood Market,CA,37.291593,-121.9887
2799,San Jose Neighborhood Market,CA,37.313558,-121.773066
2800,Palm Desert Neighborhood Market,CA,33.727992,-116.400709
2801,Washington Supercenter,DC,38.957531,-77.002461
2802,Covington Neighborhood Market,LA,30.4720776,-90.0847276
2803,Fort Worth Supercenter,TX,32.71078,-97.283333
2804,Fort Worth Neighborhood Market,TX,32.913081,-97.288509
2805,Saint Joseph Supercenter,MO,39.736967,-94.804202
2806,Pinellas Park Neighborhood Market,FL,27.839946,-82.730111
2807,Modesto Neighborhood Market,CA,37.664584,-120.976596
2808,Turlock Neighborhood Market,CA,37.515657,-120.847072
2809,Tucson Neighborhood Market,AZ,32.19303,-110.842387
2810,Vancouver Neighborhood Market,WA,45.647696,-122.593133
2811,Everett Supercenter,WA,47.914407,-122.213722
2812,Beaverton Neighborhood Market,OR,45.454914,-122.828569
2813,Spring Branch Supercenter,TX,29.8014834,-98.422094
2814,Helotes Supercenter,TX,29.559137,-98.678566
2815,San Antonio Supercenter,TX,29.458639,-98.5534196
2816,Catoosa Supercenter,OK,36.165325,-95.75607
2817,Springfield Neighborhood Market,MO,37.203416,-93.351159
2818,Canton Supercenter,MS,32.595986,-90.073021
2819,Yazoo City Supercenter,MS,32.876707,-90.396381
2820,Shrewsbury Supercenter,MO,38.58034,-90.328063
2821,Dunwoody Neighborhood Market,GA,33.94189,-84.269679
2822,Marietta Neighborhood Market,GA,33.98091,-84.463068
2823,Norcross Supercenter,GA,33.894961,-84.194157
2824,Sarasota Neighborhood Market,FL,27.366727,-82.550241
2825,Snellville Neighborhood Market,GA,33.852976,-84.034228
2826,Tucker Neighborhood Market,GA,33.88378,-84.218458
2827,Panama City Supercenter,FL,30.18743,-85.668025
2828,Haymarket Supercenter,VA,38.818625,-77.644932
2829,Lawrenceville Neighborhood Market,GA,33.922428,-84.085591
2830,East Brunswick Supercenter,NJ,40.4588509,-74.3988893
2831,Colorado Springs Neighborhood Market,CO,38.80758,-104.758479
2832,Sacramento Supercenter,CA,38.482677,-121.369026
2833,Colorado Springs Neighborhood Market,CO,38.843099,-104.746892
2834,St Cloud Supercenter,MN,45.550514,-94.202169
2835,Oxnard Store,CA,34.174418,-119.179256
2836,La Palma Neighborhood Market,CA,33.845619,-118.038726
2837,Meridian Supercenter,ID,43.588905,-116.40247
2838,Boise Neighborhood Market,ID,43.6343486,-116.2760806
2839,Bellevue Neighborhood Market,WA,47.608956,-122.139482
2840,Anaheim Neighborhood Market,CA,33.833236,-117.995057
2841,Goddard Supercenter,KS,37.660652,-97.554652
2842,San Antonio Supercenter,TX,29.338511,-98.554924
2843,Rocklin Neighborhood Market,CA,38.784013,-121.239575
2844,Deerfield Beach Neighborhood Market,FL,26.302947,-80.132043
2845,Princeton Supercenter,MN,45.572118,-93.60227
2846,San Antonio Supercenter,TX,29.668746,-98.635461
2847,Chicago Neighborhood Market,IL,41.7563217,-87.6628973
2848,San Antonio Supercenter,TX,29.465014,-98.356856
2849,Springfield Neighborhood Market,MO,37.134096,-93.299435
2850,Escondido Neighborhood Market,CA,33.1300697,-117.0629723
2851,Saugus Supercenter,MA,42.47213,-71.023538
2852,Santa Clara Neighborhood Market,CA,37.3900085,-121.9855022
2853,Panama City Beach Supercenter,FL,30.217825,-85.866191
2854,Decatur Supercenter,GA,33.792235,-84.288978
2855,Centennial Neighborhood Market,CO,39.625265,-104.794046
2856,Rialto Neighborhood Market,CA,34.122765,-117.374193
2857,Denver Neighborhood Market,CO,39.786271,-104.811498
2858,Denver Neighborhood Market,CO,39.690304,-104.8887
2859,La Puente Neighborhood Market,CA,34.0471887,-117.9497913
2860,Horizon City Supercenter,TX,31.679967,-106.200828
2861,Fairview Supercenter,TN,35.963016,-87.140019
2862,Bakersfield Neighborhood Market,CA,35.370037,-119.147611
2863,Bakersfield Neighborhood Market,CA,35.353387,-118.947601
2864,Bakersfield Neighborhood Market,CA,35.411874,-119.112528
2865,Bakersfield Neighborhood Market,CA,35.434523,-119.022288
2866,Tucson Neighborhood Market,AZ,32.219825,-110.807801
2867,Fort Worth Neighborhood Market,TX,32.704578,-97.332211
2868,Marana Neighborhood Market,AZ,32.338897,-111.04916
2869,Corvallis Neighborhood Market,OR,44.586907,-123.258871
2870,Honolulu Store,HI,21.30976,-157.862004
2871,Pomona Neighborhood Market,CA,34.0885722,-117.7374711
2872,Simi Valley Neighborhood Market,CA,34.2757157,-118.7077044
2873,Omaha Supercenter,NE,41.302011,-95.991433
2874,Milwaukie Neighborhood Market,OR,45.410458,-122.625807
2875,Council Bluffs Supercenter,IA,41.279969,-95.868901
2876,Vancouver Neighborhood Market,WA,45.636374,-122.640847
2877,Omaha Neighborhood Market,NE,41.280951,-96.051326
2878,Omaha Neighborhood Market,NE,41.191854,-96.176515
2879,Bellevue Neighborhood Market,NE,41.116275,-95.942778
2880,Derby Neighborhood Market,KS,37.532798,-97.242388
2881,Hampton Neighborhood Market,VA,37.036737,-76.40359
2882,Pasadena Neighborhood Market,FL,27.7572296,-82.734284
2883,Hollywood Supercenter,FL,26.00765,-80.204346
2884,Newport News Neighborhood Market,VA,37.0616686,-76.4650998
2885,Bentonville Neighborhood Market,AR,36.373539,-94.209408
2886,Teterboro Supercenter,NJ,40.8626458,-74.062491
2887,Chicago Neighborhood Market,IL,41.808846,-87.606801
2888,Manor Supercenter,TX,30.3475451,-97.5442106
2889,Elgin Supercenter,TX,30.349546,-97.390089
2890,Orlando Neighborhood Market,FL,28.511893,-81.374947
2891,New Orleans Supercenter,LA,30.005604,-90.037914
2892,Conway Neighborhood Market,AR,35.094647,-92.462954
2893,Omaha Neighborhood Market,NE,41.211811,-95.993277
2894,Colorado Springs Neighborhood Market,CO,38.8926905,-104.7555238
2895,La Vista Neighborhood Market,NE,41.1776561,-96.0599474
2896,Colorado Springs Neighborhood Market,CO,38.8575837,-104.7928975
2897,South Gate Supercenter,CA,33.954813,-118.187613
2898,Gresham Neighborhood Market,OR,45.492782,-122.407839
2899,Thousand Oaks Neighborhood Market,CA,34.1862017,-118.909084
2900,Chapel Hill Supercenter,NC,35.8586129,-79.0815583
2901,Fort Collins Supercenter,CO,40.521308,-105.079542
2902,Huntsville Neighborhood Market,AL,34.750358,-86.633691
2903,Stone Mountain Supercenter,GA,33.799259,-84.195045
2904,Pickens Supercenter,SC,34.868945,-82.693067
2905,Hoover Neighborhood Market,AL,33.393005,-86.799345
2906,Tampa Supercenter,FL,28.0903026,-82.4532362
2907,Carrollton Neighborhood Market,TX,33.018007,-96.916108
2908,Greenville Supercenter,SC,34.7887904,-82.4779256
2909,Homestead Neighborhood Market,FL,25.4840483,-80.4594941
2910,Weymouth Store,MA,42.199521,-70.944198
2911,Plano Neighborhood Market,TX,33.032518,-96.666503
2912,Mcdonough Supercenter,GA,33.432882,-84.184909
2913,Lithia Springs Supercenter,GA,33.7745093,-84.6010619
2914,Oklahoma City Neighborhood Market,OK,35.4150524,-97.4219275
2915,Lima Supercenter,OH,40.728865,-84.0598
2916,Cedar Hill Neighborhood Market,TX,32.5882987,-96.9245811
2917,Springville Supercenter,UT,40.157326,-111.644288
2918,Elk River Supercenter,MN,45.30054,-93.549071
2919,Sanford Supercenter,FL,28.802576,-81.32819
2920,Springfield Supercenter,IL,39.83948,-89.600888
2921,Egg Hbr Township Supercenter,NJ,39.395087,-74.550923
2922,The Woodlands Supercenter,TX,30.209884,-95.459955
2923,Virginia Beach Supercenter,VA,36.758868,-76.009275
2924,Suffolk Supercenter,VA,36.882986,-76.428826
2925,Morgantown Supercenter,WV,39.6458746,-79.9985471
2926,Othello Supercenter,WA,46.824185,-119.147892
2927,Williamsburg Supercenter,VA,37.345574,-76.737206
2928,St George Supercenter,UT,37.063426,-113.587387
2929,Spanaway Supercenter,WA,47.073972,-122.419456
2930,Garland Supercenter,TX,32.842368,-96.597859
2931,Rowlett Supercenter,TX,32.910725,-96.577932
2932,Central Supercenter,SC,34.705681,-82.762319
2933,Delmont Supercenter,PA,40.399049,-79.590241
2934,Katy Supercenter,TX,29.784042,-95.804025
2935,Monument Supercenter,CO,39.0671,-104.853802
2936,Bryant Supercenter,AR,34.624206,-92.494451
2937,Greenwood Supercenter,AR,35.220709,-94.296655
2938,Watkins Glen Supercenter,NY,42.3807218,-76.863316
2939,Vernon Supercenter,TX,34.1634062,-99.3102148
2940,Bemidji Supercenter,MN,47.4966,-94.908205
2941,West Jordan Supercenter,UT,40.611451,-111.977917
2942,Rogersville Supercenter,TN,36.396561,-83.019831
2943,North Miami Beach Supercenter,FL,25.928265,-80.171269
2944,Sioux Falls Supercenter,SD,43.54115,-96.658586
2945,Freehold Supercenter,NJ,40.243675,-74.293439
2946,Beaver Falls Supercenter,PA,40.782333,-80.383772
2947,Springfield Neighborhood Market,MO,37.1793705,-93.217533
2948,Springfield Supercenter,OR,44.057259,-122.988037
2949,Glendale Supercenter,AZ,33.65067,-112.234138
2950,Hayward Supercenter,WI,46.018066,-91.470798
2951,Roanoke Supercenter,VA,37.325497,-79.873406
2952,La Habra Supercenter,CA,33.914719,-117.966157
2953,Aurora Supercenter,OH,41.350167,-81.389802
2954,Delavan Supercenter,WI,42.630718,-88.612483
